dataset,size,algorithm,milliseconds
sorted,85900,merge_insertion_t15,2.84043
sorted,86000,merge_sort,3.66921
sorted,86000,merge_insertion_t15,3.06
sorted,86100,merge_sort,3.74352
sorted,86100,merge_insertion_t15,2.62876
sorted,86200,merge_sort,3.72945
sorted,86200,merge_insertion_t15,3.15152
sorted,86300,merge_sort,3.39711
sorted,86300,merge_insertion_t15,3.21285
sorted,86400,merge_sort,3.27411
sorted,86400,merge_insertion_t15,2.52674
sorted,86500,merge_sort,3.37388
sorted,86500,merge_insertion_t15,2.56986
sorted,86600,merge_sort,3.26723
sorted,86600,merge_insertion_t15,2.559
sorted,86700,merge_sort,3.49312
sorted,86700,merge_insertion_t15,2.65539
sorted,86800,merge_sort,3.39422
sorted,86800,merge_insertion_t15,2.62878
sorted,86900,merge_sort,3.59278
sorted,86900,merge_insertion_t15,2.69995
sorted,87000,merge_sort,3.37728
sorted,87000,merge_insertion_t15,2.58864
sorted,87100,merge_sort,3.42094
sorted,87100,merge_insertion_t15,2.63799
sorted,87200,merge_sort,3.50825
sorted,87200,merge_insertion_t15,2.60052
sorted,87300,merge_sort,3.51712
sorted,87300,merge_insertion_t15,2.66362
sorted,87400,merge_sort,3.5432
sorted,87400,merge_insertion_t15,2.72712
sorted,87500,merge_sort,3.54927
sorted,87500,merge_insertion_t15,2.73116
sorted,87600,merge_sort,3.5924
sorted,87600,merge_insertion_t15,2.65022
sorted,87700,merge_sort,3.61955
sorted,87700,merge_insertion_t15,2.86362
sorted,87800,merge_sort,3.51951
sorted,87800,merge_insertion_t15,2.61967
sorted,87900,merge_sort,3.45105
sorted,87900,merge_insertion_t15,2.65022
sorted,88000,merge_sort,3.47611
sorted,88000,merge_insertion_t15,2.62177
sorted,88100,merge_sort,3.42442
sorted,88100,merge_insertion_t15,2.67216
sorted,88200,merge_sort,3.63045
sorted,88200,merge_insertion_t15,2.77666
sorted,88300,merge_sort,3.40277
sorted,88300,merge_insertion_t15,2.62535
sorted,88400,merge_sort,3.49986
sorted,88400,merge_insertion_t15,2.71968
sorted,88500,merge_sort,3.47261
sorted,88500,merge_insertion_t15,2.71312
sorted,88600,merge_sort,3.47579
sorted,88600,merge_insertion_t15,2.64237
sorted,88700,merge_sort,3.61864
sorted,88700,merge_insertion_t15,2.97511
sorted,88800,merge_sort,3.61233
sorted,88800,merge_insertion_t15,3.08124
sorted,88900,merge_sort,3.96108
sorted,88900,merge_insertion_t15,2.97509
sorted,89000,merge_sort,4.10267
sorted,89000,merge_insertion_t15,2.6256
sorted,89100,merge_sort,3.50838
sorted,89100,merge_insertion_t15,2.70682
sorted,89200,merge_sort,3.47105
sorted,89200,merge_insertion_t15,2.76457
sorted,89300,merge_sort,3.91141
sorted,89300,merge_insertion_t15,2.63604
sorted,89400,merge_sort,3.84393
sorted,89400,merge_insertion_t15,4.90936
sorted,89500,merge_sort,5.29749
sorted,89500,merge_insertion_t15,5.47143
sorted,89600,merge_sort,3.69952
sorted,89600,merge_insertion_t15,2.84759
sorted,89700,merge_sort,3.60641
sorted,89700,merge_insertion_t15,2.80563
sorted,89800,merge_sort,3.72897
sorted,89800,merge_insertion_t15,2.82507
sorted,89900,merge_sort,3.56813
sorted,89900,merge_insertion_t15,2.66401
sorted,90000,merge_sort,3.46714
sorted,90000,merge_insertion_t15,2.63284
sorted,90100,merge_sort,3.49722
sorted,90100,merge_insertion_t15,2.69225
sorted,90200,merge_sort,3.80531
sorted,90200,merge_insertion_t15,2.6647
sorted,90300,merge_sort,3.46277
sorted,90300,merge_insertion_t15,2.69846
sorted,90400,merge_sort,3.5329
sorted,90400,merge_insertion_t15,2.69583
sorted,90500,merge_sort,3.4843
sorted,90500,merge_insertion_t15,2.73907
sorted,90600,merge_sort,3.53537
sorted,90600,merge_insertion_t15,2.65289
sorted,90700,merge_sort,3.51809
sorted,90700,merge_insertion_t15,2.69218
sorted,90800,merge_sort,3.51076
sorted,90800,merge_insertion_t15,2.65886
sorted,90900,merge_sort,3.45735
sorted,90900,merge_insertion_t15,2.64573
sorted,91000,merge_sort,3.53288
sorted,91000,merge_insertion_t15,2.62144
sorted,91100,merge_sort,3.55736
sorted,91100,merge_insertion_t15,2.62624
sorted,91200,merge_sort,3.40767
sorted,91200,merge_insertion_t15,2.61214
sorted,91300,merge_sort,3.42862
sorted,91300,merge_insertion_t15,2.66894
sorted,91400,merge_sort,3.45745
sorted,91400,merge_insertion_t15,2.64119
sorted,91500,merge_sort,3.66154
sorted,91500,merge_insertion_t15,2.85225
sorted,91600,merge_sort,3.55668
sorted,91600,merge_insertion_t15,2.8597
sorted,91700,merge_sort,3.61558
sorted,91700,merge_insertion_t15,2.73554
sorted,91800,merge_sort,3.62928
sorted,91800,merge_insertion_t15,2.84466
sorted,91900,merge_sort,3.7248
sorted,91900,merge_insertion_t15,3.0453
sorted,92000,merge_sort,3.58283
sorted,92000,merge_insertion_t15,2.76762
sorted,92100,merge_sort,3.69161
sorted,92100,merge_insertion_t15,2.75248
sorted,92200,merge_sort,3.7317
sorted,92200,merge_insertion_t15,2.78843
sorted,92300,merge_sort,3.64384
sorted,92300,merge_insertion_t15,2.77704
sorted,92400,merge_sort,3.61716
sorted,92400,merge_insertion_t15,2.85906
sorted,92500,merge_sort,3.68674
sorted,92500,merge_insertion_t15,2.86297
sorted,92600,merge_sort,3.68498
sorted,92600,merge_insertion_t15,2.73613
sorted,92700,merge_sort,3.60422
sorted,92700,merge_insertion_t15,2.65516
sorted,92800,merge_sort,3.67707
sorted,92800,merge_insertion_t15,2.88941
sorted,92900,merge_sort,3.52082
sorted,92900,merge_insertion_t15,2.73133
sorted,93000,merge_sort,3.66886
sorted,93000,merge_insertion_t15,2.796
sorted,93100,merge_sort,3.65117
sorted,93100,merge_insertion_t15,2.78337
sorted,93200,merge_sort,3.63006
sorted,93200,merge_insertion_t15,2.82513
sorted,93300,merge_sort,3.66866
sorted,93300,merge_insertion_t15,2.7754
sorted,93400,merge_sort,3.64719
sorted,93400,merge_insertion_t15,2.76323
sorted,93500,merge_sort,3.71599
sorted,93500,merge_insertion_t15,2.83306
sorted,93600,merge_sort,4.12118
sorted,93600,merge_insertion_t15,2.78993
sorted,93700,merge_sort,3.63884
sorted,93700,merge_insertion_t15,2.79344
sorted,93800,merge_sort,3.6252
sorted,93800,merge_insertion_t15,2.71612
sorted,93900,merge_sort,3.70552
sorted,93900,merge_insertion_t15,2.82851
sorted,94000,merge_sort,3.73464
sorted,94000,merge_insertion_t15,2.89108
sorted,94100,merge_sort,3.75982
sorted,94100,merge_insertion_t15,2.78339
sorted,94200,merge_sort,3.67232
sorted,94200,merge_insertion_t15,2.82412
sorted,94300,merge_sort,3.71765
sorted,94300,merge_insertion_t15,2.83053
sorted,94400,merge_sort,3.5317
sorted,94400,merge_insertion_t15,2.77058
sorted,94500,merge_sort,3.76982
sorted,94500,merge_insertion_t15,2.89408
sorted,94600,merge_sort,3.73205
sorted,94600,merge_insertion_t15,2.96125
sorted,94700,merge_sort,3.67621
sorted,94700,merge_insertion_t15,2.83943
sorted,94800,merge_sort,3.67533
sorted,94800,merge_insertion_t15,2.78084
sorted,94900,merge_sort,3.64746
sorted,94900,merge_insertion_t15,2.82225
sorted,95000,merge_sort,3.75802
sorted,95000,merge_insertion_t15,2.83063
sorted,95100,merge_sort,3.7967
sorted,95100,merge_insertion_t15,2.90983
sorted,95200,merge_sort,3.79908
sorted,95200,merge_insertion_t15,3.0459
sorted,95300,merge_sort,3.8144
sorted,95300,merge_insertion_t15,2.93007
sorted,95400,merge_sort,3.79683
sorted,95400,merge_insertion_t15,2.86906
sorted,95500,merge_sort,3.82855
sorted,95500,merge_insertion_t15,2.91014
sorted,95600,merge_sort,3.88601
sorted,95600,merge_insertion_t15,2.93533
sorted,95700,merge_sort,3.86572
sorted,95700,merge_insertion_t15,3.12225
sorted,95800,merge_sort,3.7074
sorted,95800,merge_insertion_t15,2.7943
sorted,95900,merge_sort,3.65132
sorted,95900,merge_insertion_t15,2.76978
sorted,96000,merge_sort,3.65532
sorted,96000,merge_insertion_t15,2.81142
sorted,96100,merge_sort,3.70489
sorted,96100,merge_insertion_t15,3.13235
sorted,96200,merge_sort,3.68473
sorted,96200,merge_insertion_t15,2.85864
sorted,96300,merge_sort,3.68624
sorted,96300,merge_insertion_t15,2.83648
sorted,96400,merge_sort,3.71375
sorted,96400,merge_insertion_t15,2.77863
sorted,96500,merge_sort,3.74419
sorted,96500,merge_insertion_t15,2.86627
sorted,96600,merge_sort,3.72485
sorted,96600,merge_insertion_t15,2.84401
sorted,96700,merge_sort,3.71246
sorted,96700,merge_insertion_t15,2.80302
sorted,96800,merge_sort,3.74286
sorted,96800,merge_insertion_t15,3.3336
sorted,96900,merge_sort,3.73047
sorted,96900,merge_insertion_t15,2.92565
sorted,97000,merge_sort,3.82136
sorted,97000,merge_insertion_t15,2.87154
sorted,97100,merge_sort,3.77445
sorted,97100,merge_insertion_t15,2.80936
sorted,97200,merge_sort,4.29232
sorted,97200,merge_insertion_t15,2.86506
sorted,97300,merge_sort,3.74159
sorted,97300,merge_insertion_t15,4.41178
sorted,97400,merge_sort,4.26803
sorted,97400,merge_insertion_t15,3.38415
sorted,97500,merge_sort,4.19146
sorted,97500,merge_insertion_t15,3.43567
sorted,97600,merge_sort,4.21073
sorted,97600,merge_insertion_t15,2.82642
sorted,97700,merge_sort,3.75401
sorted,97700,merge_insertion_t15,2.81361
sorted,97800,merge_sort,3.75601
sorted,97800,merge_insertion_t15,2.89611
sorted,97900,merge_sort,3.80776
sorted,97900,merge_insertion_t15,2.83941
sorted,98000,merge_sort,3.73746
sorted,98000,merge_insertion_t15,2.95212
sorted,98100,merge_sort,3.72948
sorted,98100,merge_insertion_t15,2.80344
sorted,98200,merge_sort,3.69161
sorted,98200,merge_insertion_t15,2.80435
sorted,98300,merge_sort,3.72974
sorted,98300,merge_insertion_t15,2.83058
sorted,98400,merge_sort,4.33518
sorted,98400,merge_insertion_t15,3.28727
sorted,98500,merge_sort,3.89045
sorted,98500,merge_insertion_t15,2.85051
sorted,98600,merge_sort,3.78504
sorted,98600,merge_insertion_t15,2.86112
sorted,98700,merge_sort,3.75135
sorted,98700,merge_insertion_t15,2.83882
sorted,98800,merge_sort,3.76847
sorted,98800,merge_insertion_t15,2.85717
sorted,98900,merge_sort,3.83103
sorted,98900,merge_insertion_t15,2.83536
sorted,99000,merge_sort,3.76005
sorted,99000,merge_insertion_t15,2.8758
sorted,99100,merge_sort,3.89618
sorted,99100,merge_insertion_t15,2.86442
sorted,99200,merge_sort,3.85334
sorted,99200,merge_insertion_t15,2.89755
sorted,99300,merge_sort,3.85193
sorted,99300,merge_insertion_t15,2.98016
sorted,99400,merge_sort,3.81453
sorted,99400,merge_insertion_t15,2.91123
sorted,99500,merge_sort,3.91261
sorted,99500,merge_insertion_t15,3.09004
sorted,99600,merge_sort,3.8874
sorted,99600,merge_insertion_t15,2.90672
sorted,99700,merge_sort,3.87014
sorted,99700,merge_insertion_t15,2.89129
sorted,99800,merge_sort,3.83113
sorted,99800,merge_insertion_t15,2.92049
sorted,99900,merge_sort,3.86936
sorted,99900,merge_insertion_t15,2.9352
sorted,100000,merge_sort,3.8652
sorted,100000,merge_insertion_t15,2.91938
reversed,500,merge_sort,0.011785
reversed,500,merge_insertion_t15,0.007371
reversed,600,merge_sort,0.011627
reversed,600,merge_insertion_t15,0.008136
reversed,700,merge_sort,0.012357
reversed,700,merge_insertion_t15,0.009112
reversed,800,merge_sort,0.013996
reversed,800,merge_insertion_t15,0.010159
reversed,900,merge_sort,0.01724
reversed,900,merge_insertion_t15,0.012046
reversed,1000,merge_sort,0.017627
reversed,1000,merge_insertion_t15,0.012964
reversed,1100,merge_sort,0.019593
reversed,1100,merge_insertion_t15,0.015073
reversed,1200,merge_sort,0.020937
reversed,1200,merge_insertion_t15,0.015969
reversed,1300,merge_sort,0.024681
reversed,1300,merge_insertion_t15,0.017493
reversed,1400,merge_sort,0.025011
reversed,1400,merge_insertion_t15,0.018541
reversed,1500,merge_sort,0.027676
reversed,1500,merge_insertion_t15,0.020377
reversed,1600,merge_sort,0.028517
reversed,1600,merge_insertion_t15,0.021383
reversed,1700,merge_sort,0.030894
reversed,1700,merge_insertion_t15,0.023973
reversed,1800,merge_sort,0.032427
reversed,1800,merge_insertion_t15,0.024806
reversed,1900,merge_sort,0.034931
reversed,1900,merge_insertion_t15,0.027502
reversed,2000,merge_sort,0.036517
reversed,2000,merge_insertion_t15,0.027452
reversed,2100,merge_sort,0.038285
reversed,2100,merge_insertion_t15,0.029667
reversed,2200,merge_sort,0.04028
reversed,2200,merge_insertion_t15,0.030717
reversed,2300,merge_sort,0.041953
reversed,2300,merge_insertion_t15,0.032214
reversed,2400,merge_sort,0.06769
reversed,2400,merge_insertion_t15,0.03369
reversed,2500,merge_sort,0.04692
reversed,2500,merge_insertion_t15,0.035166
reversed,2600,merge_sort,0.048783
reversed,2600,merge_insertion_t15,0.03672
reversed,2700,merge_sort,0.050668
reversed,2700,merge_insertion_t15,0.038004
reversed,2800,merge_sort,0.051717
reversed,2800,merge_insertion_t15,0.039358
reversed,2900,merge_sort,0.055804
reversed,2900,merge_insertion_t15,0.041797
reversed,3000,merge_sort,0.056101
reversed,3000,merge_insertion_t15,0.042531
reversed,3100,merge_sort,0.0588
reversed,3100,merge_insertion_t15,0.044458
reversed,3200,merge_sort,0.059452
reversed,3200,merge_insertion_t15,0.045495
reversed,3300,merge_sort,0.071391
reversed,3300,merge_insertion_t15,0.048757
reversed,3400,merge_sort,0.079245
reversed,3400,merge_insertion_t15,0.080739
reversed,3500,merge_sort,0.086172
reversed,3500,merge_insertion_t15,0.051897
reversed,3600,merge_sort,0.068142
reversed,3600,merge_insertion_t15,0.053062
reversed,3700,merge_sort,0.07028
reversed,3700,merge_insertion_t15,0.055164
reversed,3800,merge_sort,0.073303
reversed,3800,merge_insertion_t15,0.058362
reversed,3900,merge_sort,0.087816
reversed,3900,merge_insertion_t15,0.058092
reversed,4000,merge_sort,0.076364
reversed,4000,merge_insertion_t15,0.059182
reversed,4100,merge_sort,0.08016
reversed,4100,merge_insertion_t15,0.060464
reversed,4200,merge_sort,0.080845
reversed,4200,merge_insertion_t15,0.062344
reversed,4300,merge_sort,0.083461
reversed,4300,merge_insertion_t15,0.0646
reversed,4400,merge_sort,0.084995
reversed,4400,merge_insertion_t15,0.065553
reversed,4500,merge_sort,0.087155
reversed,4500,merge_insertion_t15,0.067413
reversed,4600,merge_sort,0.089024
reversed,4600,merge_insertion_t15,0.068627
reversed,4700,merge_sort,0.115451
reversed,4700,merge_insertion_t15,0.070842
reversed,4800,merge_sort,0.092481
reversed,4800,merge_insertion_t15,0.07254
reversed,4900,merge_sort,0.095203
reversed,4900,merge_insertion_t15,0.072585
reversed,5000,merge_sort,0.097464
reversed,5000,merge_insertion_t15,0.074966
reversed,5100,merge_sort,0.101329
reversed,5100,merge_insertion_t15,0.077622
reversed,5200,merge_sort,0.103079
reversed,5200,merge_insertion_t15,0.078748
reversed,5300,merge_sort,0.127571
reversed,5300,merge_insertion_t15,0.081089
reversed,5400,merge_sort,0.105818
reversed,5400,merge_insertion_t15,0.080654
reversed,5500,merge_sort,0.108209
reversed,5500,merge_insertion_t15,0.081955
reversed,5600,merge_sort,0.110767
reversed,5600,merge_insertion_t15,0.084996
reversed,5700,merge_sort,0.112996
reversed,5700,merge_insertion_t15,0.086747
reversed,5800,merge_sort,0.114094
reversed,5800,merge_insertion_t15,0.088486
reversed,5900,merge_sort,0.115474
reversed,5900,merge_insertion_t15,0.089003
reversed,6000,merge_sort,0.117481
reversed,6000,merge_insertion_t15,0.091099
reversed,6100,merge_sort,0.133906
reversed,6100,merge_insertion_t15,0.094566
reversed,6200,merge_sort,0.122881
reversed,6200,merge_insertion_t15,0.095203
reversed,6300,merge_sort,0.126617
reversed,6300,merge_insertion_t15,0.099266
reversed,6400,merge_sort,0.126247
reversed,6400,merge_insertion_t15,0.097701
reversed,6500,merge_sort,0.129564
reversed,6500,merge_insertion_t15,0.100934
reversed,6600,merge_sort,0.131066
reversed,6600,merge_insertion_t15,0.124315
reversed,6700,merge_sort,0.131547
reversed,6700,merge_insertion_t15,0.104492
reversed,6800,merge_sort,0.133732
reversed,6800,merge_insertion_t15,0.108026
reversed,6900,merge_sort,0.134921
reversed,6900,merge_insertion_t15,0.121115
reversed,7000,merge_sort,0.15583
reversed,7000,merge_insertion_t15,0.143518
reversed,7100,merge_sort,0.173158
reversed,7100,merge_insertion_t15,0.138537
reversed,7200,merge_sort,0.156144
reversed,7200,merge_insertion_t15,0.12619
reversed,7300,merge_sort,0.172039
reversed,7300,merge_insertion_t15,0.161838
reversed,7400,merge_sort,0.148914
reversed,7400,merge_insertion_t15,0.117951
reversed,7500,merge_sort,0.162663
reversed,7500,merge_insertion_t15,0.120738
reversed,7600,merge_sort,0.166597
reversed,7600,merge_insertion_t15,0.126331
reversed,7700,merge_sort,0.181222
reversed,7700,merge_insertion_t15,0.122058
reversed,7800,merge_sort,0.156747
reversed,7800,merge_insertion_t15,0.122326
reversed,7900,merge_sort,0.157462
reversed,7900,merge_insertion_t15,0.124891
reversed,8000,merge_sort,0.160646
reversed,8000,merge_insertion_t15,0.167256
reversed,8100,merge_sort,0.163807
reversed,8100,merge_insertion_t15,0.127865
reversed,8200,merge_sort,0.167442
reversed,8200,merge_insertion_t15,0.129166
reversed,8300,merge_sort,0.169462
reversed,8300,merge_insertion_t15,0.17161
reversed,8400,merge_sort,0.189973
reversed,8400,merge_insertion_t15,0.132871
reversed,8500,merge_sort,0.17145
reversed,8500,merge_insertion_t15,0.135162
reversed,8600,merge_sort,0.173581
reversed,8600,merge_insertion_t15,0.139767
reversed,8700,merge_sort,0.207634
reversed,8700,merge_insertion_t15,0.245654
reversed,8800,merge_sort,0.32506
reversed,8800,merge_insertion_t15,0.207596
reversed,8900,merge_sort,0.198607
reversed,8900,merge_insertion_t15,0.162538
reversed,9000,merge_sort,0.184793
reversed,9000,merge_insertion_t15,0.193412
reversed,9100,merge_sort,0.303741
reversed,9100,merge_insertion_t15,0.177169
reversed,9200,merge_sort,0.198651
reversed,9200,merge_insertion_t15,0.14702
reversed,9300,merge_sort,0.188977
reversed,9300,merge_insertion_t15,0.188854
reversed,9400,merge_sort,0.190593
reversed,9400,merge_insertion_t15,0.149117
reversed,9500,merge_sort,0.202153
reversed,9500,merge_insertion_t15,0.151978
reversed,9600,merge_sort,0.1951
reversed,9600,merge_insertion_t15,0.155058
reversed,9700,merge_sort,0.197621
reversed,9700,merge_insertion_t15,0.17077
reversed,9800,merge_sort,0.199472
reversed,9800,merge_insertion_t15,0.156086
reversed,9900,merge_sort,0.202369
reversed,9900,merge_insertion_t15,0.158008
reversed,10000,merge_sort,0.20377
reversed,10000,merge_insertion_t15,0.181107
reversed,10100,merge_sort,0.209493
reversed,10100,merge_insertion_t15,0.188321
reversed,10200,merge_sort,0.214731
reversed,10200,merge_insertion_t15,0.163806
reversed,10300,merge_sort,0.228758
reversed,10300,merge_insertion_t15,0.163366
reversed,10400,merge_sort,0.236158
reversed,10400,merge_insertion_t15,0.166904
reversed,10500,merge_sort,0.216719
reversed,10500,merge_insertion_t15,0.166128
reversed,10600,merge_sort,0.235489
reversed,10600,merge_insertion_t15,0.17196
reversed,10700,merge_sort,0.220553
reversed,10700,merge_insertion_t15,0.172963
reversed,10800,merge_sort,0.222681
reversed,10800,merge_insertion_t15,0.188761
reversed,10900,merge_sort,0.223832
reversed,10900,merge_insertion_t15,0.175044
reversed,11000,merge_sort,0.223745
reversed,11000,merge_insertion_t15,0.175244
reversed,11100,merge_sort,0.238297
reversed,11100,merge_insertion_t15,0.200994
reversed,11200,merge_sort,0.230133
reversed,11200,merge_insertion_t15,0.180825
reversed,11300,merge_sort,0.232081
reversed,11300,merge_insertion_t15,0.212874
reversed,11400,merge_sort,0.234337
reversed,11400,merge_insertion_t15,0.184221
reversed,11500,merge_sort,0.235864
reversed,11500,merge_insertion_t15,0.185065
reversed,11600,merge_sort,0.255714
reversed,11600,merge_insertion_t15,0.1889
reversed,11700,merge_sort,0.239599
reversed,11700,merge_insertion_t15,0.189743
reversed,11800,merge_sort,0.241769
reversed,11800,merge_insertion_t15,0.207697
reversed,11900,merge_sort,0.245851
reversed,11900,merge_insertion_t15,0.19309
reversed,12000,merge_sort,0.247381
reversed,12000,merge_insertion_t15,0.232781
reversed,12100,merge_sort,0.249689
reversed,12100,merge_insertion_t15,0.266644
reversed,12200,merge_sort,0.260294
reversed,12200,merge_insertion_t15,0.24609
reversed,12300,merge_sort,0.25328
reversed,12300,merge_insertion_t15,0.198733
reversed,12400,merge_sort,0.256524
reversed,12400,merge_insertion_t15,0.205278
reversed,12500,merge_sort,0.280176
reversed,12500,merge_insertion_t15,0.207035
reversed,12600,merge_sort,0.263492
reversed,12600,merge_insertion_t15,0.211308
reversed,12700,merge_sort,0.281419
reversed,12700,merge_insertion_t15,0.211729
reversed,12800,merge_sort,0.263143
reversed,12800,merge_insertion_t15,0.234205
reversed,12900,merge_sort,0.27878
reversed,12900,merge_insertion_t15,0.212831
reversed,13000,merge_sort,0.270318
reversed,13000,merge_insertion_t15,0.234264
reversed,13100,merge_sort,0.273124
reversed,13100,merge_insertion_t15,0.237416
reversed,13200,merge_sort,0.274001
reversed,13200,merge_insertion_t15,0.219247
reversed,13300,merge_sort,0.272899
reversed,13300,merge_insertion_t15,0.235008
reversed,13400,merge_sort,0.2813
reversed,13400,merge_insertion_t15,0.222364
reversed,13500,merge_sort,0.278782
reversed,13500,merge_insertion_t15,0.242072
reversed,13600,merge_sort,0.301617
reversed,13600,merge_insertion_t15,0.229952
reversed,13700,merge_sort,0.282162
reversed,13700,merge_insertion_t15,0.2475
reversed,13800,merge_sort,0.404286
reversed,13800,merge_insertion_t15,0.383981
reversed,13900,merge_sort,0.471593
reversed,13900,merge_insertion_t15,0.388319
reversed,14000,merge_sort,0.479489
reversed,14000,merge_insertion_t15,0.394807
reversed,14100,merge_sort,0.488322
reversed,14100,merge_insertion_t15,0.428265
reversed,14200,merge_sort,0.487304
reversed,14200,merge_insertion_t15,0.412962
reversed,14300,merge_sort,0.487196
reversed,14300,merge_insertion_t15,0.403468
reversed,14400,merge_sort,0.489453
reversed,14400,merge_insertion_t15,0.406189
reversed,14500,merge_sort,0.493815
reversed,14500,merge_insertion_t15,0.434772
reversed,14600,merge_sort,0.496573
reversed,14600,merge_insertion_t15,0.417136
reversed,14700,merge_sort,0.514217
reversed,14700,merge_insertion_t15,0.412535
reversed,14800,merge_sort,0.502927
reversed,14800,merge_insertion_t15,0.420321
reversed,14900,merge_sort,0.503558
reversed,14900,merge_insertion_t15,0.395486
reversed,15000,merge_sort,0.502259
reversed,15000,merge_insertion_t15,0.339855
reversed,15100,merge_sort,0.334973
reversed,15100,merge_insertion_t15,0.300456
reversed,15200,merge_sort,0.320513
reversed,15200,merge_insertion_t15,0.26204
reversed,15300,merge_sort,0.352156
reversed,15300,merge_insertion_t15,0.26156
reversed,15400,merge_sort,0.3198
reversed,15400,merge_insertion_t15,0.277952
reversed,15500,merge_sort,0.334806
reversed,15500,merge_insertion_t15,0.263946
reversed,15600,merge_sort,0.353019
reversed,15600,merge_insertion_t15,0.295285
reversed,15700,merge_sort,0.329976
reversed,15700,merge_insertion_t15,0.266688
reversed,15800,merge_sort,0.384918
reversed,15800,merge_insertion_t15,0.278212
reversed,15900,merge_sort,0.330816
reversed,15900,merge_insertion_t15,0.264646
reversed,16000,merge_sort,0.393557
reversed,16000,merge_insertion_t15,0.266435
reversed,16100,merge_sort,0.337724
reversed,16100,merge_insertion_t15,0.27739
reversed,16200,merge_sort,0.342926
reversed,16200,merge_insertion_t15,0.301559
reversed,16300,merge_sort,0.346647
reversed,16300,merge_insertion_t15,0.272469
reversed,16400,merge_sort,0.368663
reversed,16400,merge_insertion_t15,0.273617
reversed,16500,merge_sort,0.36756
reversed,16500,merge_insertion_t15,0.274639
reversed,16600,merge_sort,0.355524
reversed,16600,merge_insertion_t15,0.293268
reversed,16700,merge_sort,0.355591
reversed,16700,merge_insertion_t15,0.285295
reversed,16800,merge_sort,0.372196
reversed,16800,merge_insertion_t15,0.33202
reversed,16900,merge_sort,0.398284
reversed,16900,merge_insertion_t15,0.43125
reversed,17000,merge_sort,0.360047
reversed,17000,merge_insertion_t15,0.290059
reversed,17100,merge_sort,0.362867
reversed,17100,merge_insertion_t15,0.292975
reversed,17200,merge_sort,0.364879
reversed,17200,merge_insertion_t15,0.295573
reversed,17300,merge_sort,0.367132
reversed,17300,merge_insertion_t15,0.295378
reversed,17400,merge_sort,0.393035
reversed,17400,merge_insertion_t15,0.294676
reversed,17500,merge_sort,0.370211
reversed,17500,merge_insertion_t15,0.313822
reversed,17600,merge_sort,0.374694
reversed,17600,merge_insertion_t15,0.297423
reversed,17700,merge_sort,0.378013
reversed,17700,merge_insertion_t15,0.30071
reversed,17800,merge_sort,0.38008
reversed,17800,merge_insertion_t15,0.301146
reversed,17900,merge_sort,0.38136
reversed,17900,merge_insertion_t15,0.299694
reversed,18000,merge_sort,0.418044
reversed,18000,merge_insertion_t15,0.306958
reversed,18100,merge_sort,0.421441
reversed,18100,merge_insertion_t15,0.308968
reversed,18200,merge_sort,0.417493
reversed,18200,merge_insertion_t15,0.31815
reversed,18300,merge_sort,0.404071
reversed,18300,merge_insertion_t15,0.314797
reversed,18400,merge_sort,0.393879
reversed,18400,merge_insertion_t15,0.31896
reversed,18500,merge_sort,0.421128
reversed,18500,merge_insertion_t15,0.310749
reversed,18600,merge_sort,0.413052
reversed,18600,merge_insertion_t15,0.334657
reversed,18700,merge_sort,0.39563
reversed,18700,merge_insertion_t15,0.331513
reversed,18800,merge_sort,0.399665
reversed,18800,merge_insertion_t15,0.317902
reversed,18900,merge_sort,0.416723
reversed,18900,merge_insertion_t15,0.319489
reversed,19000,merge_sort,0.401225
reversed,19000,merge_insertion_t15,0.360497
reversed,19100,merge_sort,0.40707
reversed,19100,merge_insertion_t15,0.325701
reversed,19200,merge_sort,0.4464
reversed,19200,merge_insertion_t15,0.328511
reversed,19300,merge_sort,0.416172
reversed,19300,merge_insertion_t15,0.334568
reversed,19400,merge_sort,0.410458
reversed,19400,merge_insertion_t15,0.341808
reversed,19500,merge_sort,0.415286
reversed,19500,merge_insertion_t15,0.352094
reversed,19600,merge_sort,0.43238
reversed,19600,merge_insertion_t15,0.331173
reversed,19700,merge_sort,0.44525
reversed,19700,merge_insertion_t15,0.345135
reversed,19800,merge_sort,0.424423
reversed,19800,merge_insertion_t15,0.337617
reversed,19900,merge_sort,0.444615
reversed,19900,merge_insertion_t15,0.340544
reversed,20000,merge_sort,0.444485
reversed,20000,merge_insertion_t15,0.361861
reversed,20100,merge_sort,0.436115
reversed,20100,merge_insertion_t15,0.355574
reversed,20200,merge_sort,0.456285
reversed,20200,merge_insertion_t15,0.349605
reversed,20300,merge_sort,0.450166
reversed,20300,merge_insertion_t15,0.351971
reversed,20400,merge_sort,0.453038
reversed,20400,merge_insertion_t15,0.353543
reversed,20500,merge_sort,0.44598
reversed,20500,merge_insertion_t15,0.385976
reversed,20600,merge_sort,0.446267
reversed,20600,merge_insertion_t15,0.359482
reversed,20700,merge_sort,0.46828
reversed,20700,merge_insertion_t15,0.351156
reversed,20800,merge_sort,0.464651
reversed,20800,merge_insertion_t15,0.355402
reversed,20900,merge_sort,0.467895
reversed,20900,merge_insertion_t15,0.355763
reversed,21000,merge_sort,0.454648
reversed,21000,merge_insertion_t15,0.392143
reversed,21100,merge_sort,0.457203
reversed,21100,merge_insertion_t15,0.402783
reversed,21200,merge_sort,0.459401
reversed,21200,merge_insertion_t15,0.363014
