dataset,size,algorithm,milliseconds
random,39100,merge_insertion_t15,3.6443
random,39200,merge_sort,4.03027
random,39200,merge_insertion_t15,3.56476
random,39300,merge_sort,4.076
random,39300,merge_insertion_t15,3.58206
random,39400,merge_sort,4.07745
random,39400,merge_insertion_t15,3.59284
random,39500,merge_sort,4.09219
random,39500,merge_insertion_t15,3.58962
random,39600,merge_sort,4.11206
random,39600,merge_insertion_t15,3.62804
random,39700,merge_sort,4.04198
random,39700,merge_insertion_t15,3.58508
random,39800,merge_sort,4.11398
random,39800,merge_insertion_t15,3.64231
random,39900,merge_sort,4.19866
random,39900,merge_insertion_t15,3.62402
random,40000,merge_sort,4.15582
random,40000,merge_insertion_t15,3.70144
random,40100,merge_sort,4.13194
random,40100,merge_insertion_t15,3.72822
random,40200,merge_sort,4.11836
random,40200,merge_insertion_t15,3.66676
random,40300,merge_sort,4.20019
random,40300,merge_insertion_t15,3.67057
random,40400,merge_sort,4.13134
random,40400,merge_insertion_t15,3.68343
random,40500,merge_sort,4.17069
random,40500,merge_insertion_t15,3.67074
random,40600,merge_sort,4.19986
random,40600,merge_insertion_t15,3.67836
random,40700,merge_sort,4.18381
random,40700,merge_insertion_t15,3.6768
random,40800,merge_sort,4.21946
random,40800,merge_insertion_t15,3.68454
random,40900,merge_sort,4.44845
random,40900,merge_insertion_t15,4.06339
random,41000,merge_sort,4.69883
random,41000,merge_insertion_t15,4.0353
random,41100,merge_sort,4.70639
random,41100,merge_insertion_t15,3.95977
random,41200,merge_sort,4.37371
random,41200,merge_insertion_t15,3.76398
random,41300,merge_sort,4.28174
random,41300,merge_insertion_t15,3.72534
random,41400,merge_sort,4.19825
random,41400,merge_insertion_t15,3.71277
random,41500,merge_sort,4.26527
random,41500,merge_insertion_t15,3.86853
random,41600,merge_sort,4.35869
random,41600,merge_insertion_t15,4.14912
random,41700,merge_sort,4.71202
random,41700,merge_insertion_t15,4.25921
random,41800,merge_sort,4.62202
random,41800,merge_insertion_t15,3.87785
random,41900,merge_sort,4.6781
random,41900,merge_insertion_t15,4.14266
random,42000,merge_sort,4.35505
random,42000,merge_insertion_t15,3.8367
random,42100,merge_sort,4.42556
random,42100,merge_insertion_t15,3.82333
random,42200,merge_sort,4.41199
random,42200,merge_insertion_t15,3.84127
random,42300,merge_sort,4.43623
random,42300,merge_insertion_t15,3.84272
random,42400,merge_sort,4.38269
random,42400,merge_insertion_t15,3.86759
random,42500,merge_sort,4.5151
random,42500,merge_insertion_t15,3.90538
random,42600,merge_sort,4.42527
random,42600,merge_insertion_t15,3.8611
random,42700,merge_sort,4.45818
random,42700,merge_insertion_t15,3.8875
random,42800,merge_sort,4.40111
random,42800,merge_insertion_t15,3.89173
random,42900,merge_sort,4.45476
random,42900,merge_insertion_t15,3.91659
random,43000,merge_sort,4.51393
random,43000,merge_insertion_t15,3.91632
random,43100,merge_sort,4.42768
random,43100,merge_insertion_t15,3.91814
random,43200,merge_sort,4.45252
random,43200,merge_insertion_t15,3.89851
random,43300,merge_sort,4.80788
random,43300,merge_insertion_t15,4.24147
random,43400,merge_sort,5.07871
random,43400,merge_insertion_t15,4.28602
random,43500,merge_sort,4.7884
random,43500,merge_insertion_t15,4.22614
random,43600,merge_sort,4.93129
random,43600,merge_insertion_t15,3.94824
random,43700,merge_sort,4.56549
random,43700,merge_insertion_t15,3.93939
random,43800,merge_sort,4.48258
random,43800,merge_insertion_t15,3.95467
random,43900,merge_sort,4.50839
random,43900,merge_insertion_t15,3.9548
random,44000,merge_sort,4.68325
random,44000,merge_insertion_t15,3.95235
random,44100,merge_sort,4.52792
random,44100,merge_insertion_t15,3.96039
random,44200,merge_sort,4.54171
random,44200,merge_insertion_t15,4.01024
random,44300,merge_sort,4.53775
random,44300,merge_insertion_t15,3.97315
random,44400,merge_sort,4.60981
random,44400,merge_insertion_t15,4.09741
random,44500,merge_sort,4.54678
random,44500,merge_insertion_t15,4.07092
random,44600,merge_sort,4.74615
random,44600,merge_insertion_t15,4.03463
random,44700,merge_sort,4.67079
random,44700,merge_insertion_t15,4.05153
random,44800,merge_sort,4.64989
random,44800,merge_insertion_t15,4.08536
random,44900,merge_sort,4.62458
random,44900,merge_insertion_t15,4.03957
random,45000,merge_sort,4.61319
random,45000,merge_insertion_t15,4.07165
random,45100,merge_sort,4.76607
random,45100,merge_insertion_t15,4.11977
random,45200,merge_sort,4.724
random,45200,merge_insertion_t15,4.12649
random,45300,merge_sort,4.79687
random,45300,merge_insertion_t15,4.13419
random,45400,merge_sort,4.88682
random,45400,merge_insertion_t15,4.14446
random,45500,merge_sort,4.79669
random,45500,merge_insertion_t15,4.15315
random,45600,merge_sort,4.87292
random,45600,merge_insertion_t15,4.41061
random,45700,merge_sort,4.96679
random,45700,merge_insertion_t15,4.30661
random,45800,merge_sort,4.91807
random,45800,merge_insertion_t15,4.35519
random,45900,merge_sort,4.80075
random,45900,merge_insertion_t15,4.20061
random,46000,merge_sort,5.00387
random,46000,merge_insertion_t15,4.19447
random,46100,merge_sort,4.95526
random,46100,merge_insertion_t15,4.23313
random,46200,merge_sort,5.09269
random,46200,merge_insertion_t15,4.23837
random,46300,merge_sort,5.02423
random,46300,merge_insertion_t15,4.36797
random,46400,merge_sort,4.92483
random,46400,merge_insertion_t15,4.2499
random,46500,merge_sort,5.47171
random,46500,merge_insertion_t15,4.43151
random,46600,merge_sort,4.93773
random,46600,merge_insertion_t15,4.87022
random,46700,merge_sort,4.87842
random,46700,merge_insertion_t15,4.38433
random,46800,merge_sort,5.25864
random,46800,merge_insertion_t15,4.40144
random,46900,merge_sort,4.86251
random,46900,merge_insertion_t15,8.015
random,47000,merge_sort,4.88242
random,47000,merge_insertion_t15,4.24924
random,47100,merge_sort,5.80977
random,47100,merge_insertion_t15,4.30043
random,47200,merge_sort,4.90428
random,47200,merge_insertion_t15,4.27586
random,47300,merge_sort,5.78607
random,47300,merge_insertion_t15,4.43094
random,47400,merge_sort,5.30529
random,47400,merge_insertion_t15,6.09697
random,47500,merge_sort,4.80737
random,47500,merge_insertion_t15,4.71456
random,47600,merge_sort,5.20822
random,47600,merge_insertion_t15,4.36748
random,47700,merge_sort,5.23589
random,47700,merge_insertion_t15,4.94989
random,47800,merge_sort,5.41696
random,47800,merge_insertion_t15,4.40911
random,47900,merge_sort,5.2423
random,47900,merge_insertion_t15,4.47082
random,48000,merge_sort,5.0466
random,48000,merge_insertion_t15,4.64177
random,48100,merge_sort,5.10945
random,48100,merge_insertion_t15,4.53101
random,48200,merge_sort,5.28813
random,48200,merge_insertion_t15,4.54664
random,48300,merge_sort,5.02514
random,48300,merge_insertion_t15,4.43258
random,48400,merge_sort,5.44652
random,48400,merge_insertion_t15,4.50101
random,48500,merge_sort,5.13259
random,48500,merge_insertion_t15,4.56529
random,48600,merge_sort,5.09728
random,48600,merge_insertion_t15,4.46871
random,48700,merge_sort,5.03477
random,48700,merge_insertion_t15,4.4397
random,48800,merge_sort,5.26532
random,48800,merge_insertion_t15,4.55701
random,48900,merge_sort,5.18318
random,48900,merge_insertion_t15,4.5918
random,49000,merge_sort,5.15194
random,49000,merge_insertion_t15,4.46067
random,49100,merge_sort,5.13423
random,49100,merge_insertion_t15,4.49793
random,49200,merge_sort,5.43697
random,49200,merge_insertion_t15,5.11635
random,49300,merge_sort,5.75026
random,49300,merge_insertion_t15,5.03068
random,49400,merge_sort,5.76649
random,49400,merge_insertion_t15,5.07883
random,49500,merge_sort,5.82746
random,49500,merge_insertion_t15,4.97746
random,49600,merge_sort,6.00852
random,49600,merge_insertion_t15,5.02666
random,49700,merge_sort,5.26676
random,49700,merge_insertion_t15,4.74114
random,49800,merge_sort,5.33913
random,49800,merge_insertion_t15,4.67129
random,49900,merge_sort,5.22491
random,49900,merge_insertion_t15,4.55715
random,50000,merge_sort,5.31446
random,50000,merge_insertion_t15,4.83997
random,50100,merge_sort,5.33927
random,50100,merge_insertion_t15,4.57216
random,50200,merge_sort,5.41213
random,50200,merge_insertion_t15,4.73287
random,50300,merge_sort,5.42765
random,50300,merge_insertion_t15,4.61511
random,50400,merge_sort,5.37773
random,50400,merge_insertion_t15,4.60684
random,50500,merge_sort,5.44742
random,50500,merge_insertion_t15,5.29636
random,50600,merge_sort,5.6005
random,50600,merge_insertion_t15,5.08008
random,50700,merge_sort,6.1833
random,50700,merge_insertion_t15,5.01275
random,50800,merge_sort,5.94908
random,50800,merge_insertion_t15,5.11007
random,50900,merge_sort,5.3824
random,50900,merge_insertion_t15,4.64473
random,51000,merge_sort,5.77197
random,51000,merge_insertion_t15,4.62954
random,51100,merge_sort,5.45809
random,51100,merge_insertion_t15,4.65571
random,51200,merge_sort,5.48374
random,51200,merge_insertion_t15,4.74779
random,51300,merge_sort,5.65457
random,51300,merge_insertion_t15,4.72162
random,51400,merge_sort,5.40818
random,51400,merge_insertion_t15,4.71004
random,51500,merge_sort,5.82138
random,51500,merge_insertion_t15,5.01736
random,51600,merge_sort,6.17384
random,51600,merge_insertion_t15,5.32629
random,51700,merge_sort,5.45198
random,51700,merge_insertion_t15,4.86632
random,51800,merge_sort,5.7194
random,51800,merge_insertion_t15,4.7886
random,51900,merge_sort,5.5426
random,51900,merge_insertion_t15,4.81516
random,52000,merge_sort,5.59014
random,52000,merge_insertion_t15,5.0167
random,52100,merge_sort,5.60583
random,52100,merge_insertion_t15,4.76179
random,52200,merge_sort,5.72961
random,52200,merge_insertion_t15,4.87203
random,52300,merge_sort,5.66846
random,52300,merge_insertion_t15,4.81972
random,52400,merge_sort,5.67969
random,52400,merge_insertion_t15,4.81701
random,52500,merge_sort,5.71212
random,52500,merge_insertion_t15,4.89058
random,52600,merge_sort,5.95498
random,52600,merge_insertion_t15,4.93579
random,52700,merge_sort,5.60862
random,52700,merge_insertion_t15,4.88548
random,52800,merge_sort,5.66464
random,52800,merge_insertion_t15,4.86049
random,52900,merge_sort,5.67744
random,52900,merge_insertion_t15,4.85389
random,53000,merge_sort,5.72372
random,53000,merge_insertion_t15,5.32716
random,53100,merge_sort,6.22803
random,53100,merge_insertion_t15,4.87452
random,53200,merge_sort,5.70498
random,53200,merge_insertion_t15,4.86085
random,53300,merge_sort,5.6783
random,53300,merge_insertion_t15,4.96125
random,53400,merge_sort,6.27257
random,53400,merge_insertion_t15,4.86947
random,53500,merge_sort,6.09926
random,53500,merge_insertion_t15,4.96643
random,53600,merge_sort,5.83809
random,53600,merge_insertion_t15,5.84986
random,53700,merge_sort,6.42156
random,53700,merge_insertion_t15,5.1145
random,53800,merge_sort,5.77254
random,53800,merge_insertion_t15,5.17004
random,53900,merge_sort,5.93405
random,53900,merge_insertion_t15,5.9677
random,54000,merge_sort,5.88337
random,54000,merge_insertion_t15,5.01529
random,54100,merge_sort,5.72989
random,54100,merge_insertion_t15,4.93234
random,54200,merge_sort,5.76591
random,54200,merge_insertion_t15,5.08665
random,54300,merge_sort,6.03453
random,54300,merge_insertion_t15,5.00067
random,54400,merge_sort,5.74324
random,54400,merge_insertion_t15,4.99229
random,54500,merge_sort,5.77527
random,54500,merge_insertion_t15,5.01937
random,54600,merge_sort,5.93343
random,54600,merge_insertion_t15,5.2225
random,54700,merge_sort,5.75208
random,54700,merge_insertion_t15,5.03035
random,54800,merge_sort,5.84427
random,54800,merge_insertion_t15,4.99545
random,54900,merge_sort,5.87194
random,54900,merge_insertion_t15,5.15357
random,55000,merge_sort,5.9242
random,55000,merge_insertion_t15,5.13016
random,55100,merge_sort,5.80092
random,55100,merge_insertion_t15,5.21002
random,55200,merge_sort,5.80875
random,55200,merge_insertion_t15,5.19838
random,55300,merge_sort,6.11904
random,55300,merge_insertion_t15,5.12631
random,55400,merge_sort,5.94935
random,55400,merge_insertion_t15,5.11211
random,55500,merge_sort,6.2794
random,55500,merge_insertion_t15,5.27482
random,55600,merge_sort,6.05065
random,55600,merge_insertion_t15,5.14316
random,55700,merge_sort,5.9955
random,55700,merge_insertion_t15,5.34786
random,55800,merge_sort,6.11421
random,55800,merge_insertion_t15,5.34636
random,55900,merge_sort,6.06868
random,55900,merge_insertion_t15,5.38911
random,56000,merge_sort,6.17911
random,56000,merge_insertion_t15,5.32026
random,56100,merge_sort,6.07374
random,56100,merge_insertion_t15,5.3448
random,56200,merge_sort,6.22074
random,56200,merge_insertion_t15,5.25614
random,56300,merge_sort,6.13294
random,56300,merge_insertion_t15,5.31449
random,56400,merge_sort,6.09475
random,56400,merge_insertion_t15,5.35235
random,56500,merge_sort,6.17136
random,56500,merge_insertion_t15,5.81677
random,56600,merge_sort,6.06829
random,56600,merge_insertion_t15,5.28237
random,56700,merge_sort,6.21147
random,56700,merge_insertion_t15,5.40484
random,56800,merge_sort,6.05733
random,56800,merge_insertion_t15,5.30378
random,56900,merge_sort,6.10568
random,56900,merge_insertion_t15,5.31958
random,57000,merge_sort,6.31065
random,57000,merge_insertion_t15,5.36186
random,57100,merge_sort,6.17375
random,57100,merge_insertion_t15,5.28441
random,57200,merge_sort,6.06541
random,57200,merge_insertion_t15,5.22875
random,57300,merge_sort,6.21889
random,57300,merge_insertion_t15,5.29095
random,57400,merge_sort,6.22511
random,57400,merge_insertion_t15,5.27528
random,57500,merge_sort,6.04496
random,57500,merge_insertion_t15,5.30683
random,57600,merge_sort,6.15001
random,57600,merge_insertion_t15,5.35703
random,57700,merge_sort,6.26586
random,57700,merge_insertion_t15,5.33271
random,57800,merge_sort,6.26759
random,57800,merge_insertion_t15,5.38231
random,57900,merge_sort,6.21781
random,57900,merge_insertion_t15,5.3361
random,58000,merge_sort,6.20692
random,58000,merge_insertion_t15,5.44034
random,58100,merge_sort,6.21107
random,58100,merge_insertion_t15,5.35689
random,58200,merge_sort,6.21552
random,58200,merge_insertion_t15,5.3568
random,58300,merge_sort,6.18102
random,58300,merge_insertion_t15,5.48796
random,58400,merge_sort,6.44739
random,58400,merge_insertion_t15,5.6867
random,58500,merge_sort,6.16905
random,58500,merge_insertion_t15,5.39642
random,58600,merge_sort,6.26889
random,58600,merge_insertion_t15,5.80655
random,58700,merge_sort,6.30961
random,58700,merge_insertion_t15,5.47995
random,58800,merge_sort,6.312
random,58800,merge_insertion_t15,5.40672
random,58900,merge_sort,6.32549
random,58900,merge_insertion_t15,5.36866
random,59000,merge_sort,6.34229
random,59000,merge_insertion_t15,5.48222
random,59100,merge_sort,6.55117
random,59100,merge_insertion_t15,5.48106
random,59200,merge_sort,6.42625
random,59200,merge_insertion_t15,5.69716
random,59300,merge_sort,7.35387
random,59300,merge_insertion_t15,6.1606
random,59400,merge_sort,6.53216
random,59400,merge_insertion_t15,5.49429
random,59500,merge_sort,6.45417
random,59500,merge_insertion_t15,5.43384
random,59600,merge_sort,6.35844
random,59600,merge_insertion_t15,5.55458
random,59700,merge_sort,6.61559
random,59700,merge_insertion_t15,5.74472
random,59800,merge_sort,6.82055
random,59800,merge_insertion_t15,5.4488
random,59900,merge_sort,6.33923
random,59900,merge_insertion_t15,5.43818
random,60000,merge_sort,6.38204
random,60000,merge_insertion_t15,5.41589
random,60100,merge_sort,6.43924
random,60100,merge_insertion_t15,5.4684
random,60200,merge_sort,6.40293
random,60200,merge_insertion_t15,5.44305
random,60300,merge_sort,6.45869
random,60300,merge_insertion_t15,5.51428
random,60400,merge_sort,6.54815
random,60400,merge_insertion_t15,5.5051
random,60500,merge_sort,6.45151
random,60500,merge_insertion_t15,5.49182
random,60600,merge_sort,6.42934
random,60600,merge_insertion_t15,5.58801
random,60700,merge_sort,6.59657
random,60700,merge_insertion_t15,5.50186
random,60800,merge_sort,6.4888
random,60800,merge_insertion_t15,5.52103
random,60900,merge_sort,6.46061
random,60900,merge_insertion_t15,5.52697
random,61000,merge_sort,6.52785
random,61000,merge_insertion_t15,5.54168
random,61100,merge_sort,6.53862
random,61100,merge_insertion_t15,5.60603
random,61200,merge_sort,6.51562
random,61200,merge_insertion_t15,5.67001
random,61300,merge_sort,6.59657
random,61300,merge_insertion_t15,5.55297
random,61400,merge_sort,6.62657
random,61400,merge_insertion_t15,5.58798
random,61500,merge_sort,6.52458
random,61500,merge_insertion_t15,5.62254
random,61600,merge_sort,6.85719
random,61600,merge_insertion_t15,5.95826
random,61700,merge_sort,6.56668
random,61700,merge_insertion_t15,5.70502
random,61800,merge_sort,6.71702
random,61800,merge_insertion_t15,5.76592
random,61900,merge_sort,6.63313
random,61900,merge_insertion_t15,5.84554
random,62000,merge_sort,6.71301
random,62000,merge_insertion_t15,5.70258
random,62100,merge_sort,6.74335
random,62100,merge_insertion_t15,5.70139
random,62200,merge_sort,6.7118
